#Name;Title;Emulator;CloneOf;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra;Buttons;Series;Language;Region;Rating
007 Shitou - The Duel (Japan);007 Shitou - The Duel (Japan);Mega Drive;James Bond 007 - The Duel (Europe);1993;Domark;Platform;1;0;;;;;;;;;;ja;jp;
10 Super Jogos (Brazil) (En);10 Super Jogos (Brazil) (En);Mega Drive;;2002;Epyx;Sports;8+;0;;;;;;;;;;;br;TI
16t (Japan) (Game no Kanzume Otokuyou);16t (Japan) (Game no Kanzume Otokuyou);Mega Drive;16t (Japan) (SegaNet);1991;SEGA;Platform;1;0;;;;;;;;;;;jp;
16t (Japan) (Game no Kanzume Vol. 2);16t (Japan) (Game no Kanzume Vol. 2);Mega Drive;16t (Japan) (SegaNet);1991;SEGA;Platform;1;0;;;;;;;;;;;jp;
16t (Japan) (SegaNet);16t (Japan) (SegaNet);Mega Drive;;1991;SEGA;Platform;1;0;;;;;;;;;;;jp;
2020 Nen Super Baseball (Japan);2020 Nen Super Baseball (Japan);Mega Drive;Super Baseball 2020 (USA, Europe);1993;SNK;Sports;1-2;0;;;;;;;;;;;jp;ForceMega06
3 Ninjas Kick Back (USA);3 Ninjas Kick Back (USA);Mega Drive;;1994;Malibu Games;Platform;1-2;0;;;;;;;;;;;us;13
6-Pak (USA);6-Pak (USA);Mega Drive;;1995;SEGA;Compilation;1-2;0;;;;;;;;;;;us;6
688 Attack Sub (USA, Europe);688 Attack Sub (USA, Europe);Mega Drive;;1991;SEGA;Simulation;1;0;;;;;;;;;;;us,eu;pro_UK_01
A Ressha de Ikou MD (Japan);A Ressha de Ikou MD (Japan);Mega Drive;;1992;MNM Software;Simulation;1;0;;;;;;;;;;;jp;
Aa Harimanada (Japan);Aa Harimanada (Japan);Mega Drive;;1993;Megasoft;Fighting;1-2;0;;;;;;;;;;;jp;
Aaahh!!! Real Monsters (Europe);Aaahh!!! Real Monsters (Europe);Mega Drive;;1995;Realtime Associates;Platform;1;0;;;;;;;;;;;eu,us;6
Aaahh!!! Real Monsters (USA) (Beta) (1995-07-07);Aaahh!!! Real Monsters (USA) (Beta) (1995-07-07);Mega Drive;Aaahh!!! Real Monsters (Europe);1995;Realtime Associates;Platform;1;0;;;;;;;;;;;eu,us;6
Aaahh!!! Real Monsters (USA);Aaahh!!! Real Monsters (USA);Mega Drive;Aaahh!!! Real Monsters (Europe);1995;Realtime Associates;Platform;1;0;;;;;;;;;;;eu,us;6
Academia do Saber (Brazil) (Mega Drive 4);Academia do Saber (Brazil) (Mega Drive 4);Mega Drive;;2007;Tectoy;Puzzle;1;0;;;;;;;;;;pt;br;TI
Action 52 (USA) (Unl);Action 52 (USA) (Unl);Mega Drive;;1993;Active Enterprises;Compilation;1-2;0;;;;;;;;;;;us;
Action Replay (Europe) (Program) (Unl);Action Replay (Europe) (Program) (Unl);Mega Drive;;;;;;0;;;;;;;;;;;eu;
Addams Family Values (Europe) (En,Fr,De);Addams Family Values (Europe) (En,Fr,De);Mega Drive;;1994;Ocean;Adventure;1;0;;;;;;;;;;de,fr,en;eu;3
Addams Family Values (USA) (En,Fr,De) (Proto);Addams Family Values (USA) (En,Fr,De) (Proto);Mega Drive;Addams Family Values (Europe) (En,Fr,De);1994;Ocean;Adventure;1;0;;;;;;;;;;de,fr,en;eu;3
Addams Family, The (USA, Europe) (Beta);Addams Family, The (USA, Europe) (Beta);Mega Drive;Addams Family, The (USA, Europe);1993;Ocean;Platform;1;0;;;;;;;;;;;us,eu;GA
Addams Family, The (USA, Europe);Addams Family, The (USA, Europe);Mega Drive;;1993;Ocean;Platform;1;0;;;;;;;;;;;us,eu;GA
Advanced Busterhawk Gley Lancer (Japan);Advanced Busterhawk Gley Lancer (Japan);Mega Drive;;1992;Masaya Games;Shoot'em Up;1;0;;;;;;;;;;;jp;10
Advanced Daisenryaku - Deutsch Dengeki Sakusen (Japan) (Rev A);Advanced Daisenryaku - Deutsch Dengeki Sakusen (Japan) (Rev A);Mega Drive;;1991;SystemSoft;Various;1-4;0;;;;;;;;;;;jp;
Advanced Daisenryaku - Deutsch Dengeki Sakusen (Japan) (Beta) (1991-03-07);Advanced Daisenryaku - Deutsch Dengeki Sakusen (Japan) (Beta) (1991-03-07);Mega Drive;Advanced Daisenryaku - Deutsch Dengeki Sakusen (Japan) (Rev A);1991;SystemSoft;Various;1-4;0;;;;;;;;;;;jp;
Adventures of Batman & Robin, The (USA) (Beta) (1995-04-06);Adventures of Batman & Robin, The (USA) (Beta) (1995-04-06);Mega Drive;Adventures of Batman & Robin, The (Europe);1995;Clockworks Entertainment;Beat'em Up;1-2;0;;;;;;;;;;;eu,us;6
Adventures of Batman & Robin, The (USA) (Beta) (1995-04-10);Adventures of Batman & Robin, The (USA) (Beta) (1995-04-10);Mega Drive;Adventures of Batman & Robin, The (Europe);1995;Clockworks Entertainment;Beat'em Up;1-2;0;;;;;;;;;;;eu,us;6
Adventures of Batman & Robin, The (USA) (Beta) (1995-04-11);Adventures of Batman & Robin, The (USA) (Beta) (1995-04-11);Mega Drive;Adventures of Batman & Robin, The (Europe);1995;Clockworks Entertainment;Beat'em Up;1-2;0;;;;;;;;;;;eu,us;6
Adventures of Batman & Robin, The (USA) (Beta) (1995-04-18);Adventures of Batman & Robin, The (USA) (Beta) (1995-04-18);Mega Drive;Adventures of Batman & Robin, The (Europe);1995;Clockworks Entertainment;Beat'em Up;1-2;0;;;;;;;;;;;eu,us;6
Adventures of Batman & Robin, The (USA) (Beta) (1995-04-19);Adventures of Batman & Robin, The (USA) (Beta) (1995-04-19);Mega Drive;Adventures of Batman & Robin, The (Europe);1995;Clockworks Entertainment;Beat'em Up;1-2;0;;;;;;;;;;;eu,us;6
Adventures of Batman & Robin, The (USA) (Beta) (1995-04-21);Adventures of Batman & Robin, The (USA) (Beta) (1995-04-21);Mega Drive;Adventures of Batman & Robin, The (Europe);1995;Clockworks Entertainment;Beat'em Up;1-2;0;;;;;;;;;;;eu,us;6
Adventures of Batman & Robin, The (USA) (Beta) (1995-04-22);Adventures of Batman & Robin, The (USA) (Beta) (1995-04-22);Mega Drive;Adventures of Batman & Robin, The (Europe);1995;Clockworks Entertainment;Beat'em Up;1-2;0;;;;;;;;;;;eu,us;6
Adventures of Batman & Robin, The (USA) (Beta) (1995-04-24);Adventures of Batman & Robin, The (USA) (Beta) (1995-04-24);Mega Drive;Adventures of Batman & Robin, The (Europe);1995;Clockworks Entertainment;Beat'em Up;1-2;0;;;;;;;;;;;eu,us;6
Adventures of Batman & Robin, The (USA) (Beta) (1995-04-26);Adventures of Batman & Robin, The (USA) (Beta) (1995-04-26);Mega Drive;Adventures of Batman & Robin, The (Europe);1995;Clockworks Entertainment;Beat'em Up;1-2;0;;;;;;;;;;;eu,us;6
Adventures of Batman & Robin, The (USA) (Beta) (1995-04-27);Adventures of Batman & Robin, The (USA) (Beta) (1995-04-27);Mega Drive;Adventures of Batman & Robin, The (Europe);1995;Clockworks Entertainment;Beat'em Up;1-2;0;;;;;;;;;;;eu,us;6
Adventures of Batman & Robin, The (USA) (Beta) (1995-04-28);Adventures of Batman & Robin, The (USA) (Beta) (1995-04-28);Mega Drive;Adventures of Batman & Robin, The (Europe);1995;Clockworks Entertainment;Beat'em Up;1-2;0;;;;;;;;;;;eu,us;6
Adventures of Batman & Robin, The (USA) (Beta) (1995-05-01);Adventures of Batman & Robin, The (USA) (Beta) (1995-05-01);Mega Drive;Adventures of Batman & Robin, The (Europe);1995;Clockworks Entertainment;Beat'em Up;1-2;0;;;;;;;;;;;eu,us;6
Adventures of Batman & Robin, The (Europe);Adventures of Batman & Robin, The (Europe);Mega Drive;;1995;Clockworks Entertainment;Beat'em Up;1-2;0;;;;;;;;;;;eu,us;6
Adventures of Batman & Robin, The (USA);Adventures of Batman & Robin, The (USA);Mega Drive;Adventures of Batman & Robin, The (Europe);1995;Clockworks Entertainment;Beat'em Up;1-2;0;;;;;;;;;;;eu,us;6
Adventures of Mighty Max, The (Europe);Adventures of Mighty Max, The (Europe);Mega Drive;;1994;Ocean;Platform;1-2;0;;;;;;;;;;;eu,us;3
Adventures of Mighty Max, The (USA);Adventures of Mighty Max, The (USA);Mega Drive;Adventures of Mighty Max, The (Europe);1994;Ocean;Platform;1-2;0;;;;;;;;;;;eu,us;3
Adventures of Rocky and Bullwinkle and Friends, The (USA);Adventures of Rocky and Bullwinkle and Friends, The (USA);Mega Drive;;1993;Absolute Entertainment;Platform;1;0;;;;;;;;;;;us;
Adventurous Boy - Maoxian Xiaozi (Taiwan) (En) (Unl);Adventurous Boy - Maoxian Xiaozi (Taiwan) (En) (Unl);Mega Drive;;1992;GameTek;Shoot'em Up;1;0;;;;;;;;;;;cn;
Aero Blasters (Japan);Aero Blasters (Japan);Mega Drive;Air Buster (USA);1991;Inter State;Shoot'em Up;1-2;0;;;;;;;;;;;jp;pro_UK_01
Aero the Acro-Bat (Europe);Aero the Acro-Bat (Europe);Mega Drive;;1993;Iguana Entertainment;Platform;1;0;;;;;;;;;;;us;
Aero the Acro-Bat (USA);Aero the Acro-Bat (USA);Mega Drive;Aero the Acro-Bat (Europe);1993;Iguana Entertainment;Platform;1;0;;;;;;;;;;;us;
Aero the Acro-Bat (Europe) (Beta);Aero the Acro-Bat (Europe) (Beta);Mega Drive;Aero the Acro-Bat (Europe);1993;Iguana Entertainment;Platform;1;0;;;;;;;;;;;us;
Aero the Acro-Bat 2 (Europe);Aero the Acro-Bat 2 (Europe);Mega Drive;;1994;Iguana Entertainment;Platform;1;0;;;;;;;;;;;eu,us;GA
Aero the Acro-Bat 2 (USA);Aero the Acro-Bat 2 (USA);Mega Drive;Aero the Acro-Bat 2 (Europe);1994;Iguana Entertainment;Platform;1;0;;;;;;;;;;;eu,us;GA
Aerobiz (USA);Aerobiz (USA);Mega Drive;;1992;Koei;Simulation;1-4;0;;;;;;;;;;;us;
Aerobiz Supersonic (USA);Aerobiz Supersonic (USA);Mega Drive;;1994;Koei;Simulation;1-4;0;;;;;;;;;;;us;6
After Burner II (Japan);After Burner II (Japan);Mega Drive;After Burner II (USA, Europe);1991;SEGA;Shooter;1;0;;;;;;;;;;;us,eu;pro_UK_01
After Burner II (USA, Europe);After Burner II (USA, Europe);Mega Drive;;1991;SEGA;Shooter;1;0;;;;;;;;;;;us,eu;pro_UK_01
Ah Q Lianhuan Pao (Taiwan) (Unl);Ah Q Lianhuan Pao (Taiwan) (Unl);Mega Drive;;;;;;;;;;;;;;;;;;
Air Buster (USA);Air Buster (USA);Mega Drive;;1991;Inter State;Shoot'em Up;1-2;0;;;;;;;;;;;us;pro_UK_01
Air Diver (Japan);Air Diver (Japan);Mega Drive;;1990;Copya System;Simulation;1;0;;;;;;;;;;;us;pro_UK_01
Air Diver (USA);Air Diver (USA);Mega Drive;Air Diver (Japan);1990;Copya System;Simulation;1;0;;;;;;;;;;;us;pro_UK_01
Air Hockey (Brazil) (Mega Drive 4);Air Hockey (Brazil) (Mega Drive 4);Mega Drive;;2005;Devworks Game Technology;Sports;1-2;0;;;;;;;;;;pt;br;TI
Air Hockey (Europe) (Sega Reactor);Air Hockey (Europe) (Sega Reactor);Mega Drive;Air Hockey (Brazil) (Mega Drive 4);2005;Devworks Game Technology;Sports;1-2;0;;;;;;;;;;pt;br;TI
Air Management - Oozora ni Kakeru (Japan);Air Management - Oozora ni Kakeru (Japan);Mega Drive;Aerobiz (USA);1992;Koei;Simulation;1-4;0;;;;;;;;;;;jp;
Air Management II - Koukuuou o Mezase (Japan);Air Management II - Koukuuou o Mezase (Japan);Mega Drive;Aerobiz Supersonic (USA);1994;Koei;Simulation;1-4;0;;;;;;;;;;;jp;6
Akira (USA) (Proto);Akira (USA) (Proto);Mega Drive;;1995;Black Pearl Software;Action;1;0;;;;;;;;;;en;us;
Al Michaels Announces HardBall III (USA, Europe);Al Michaels Announces HardBall III (USA, Europe);Mega Drive;;1993;MindSpan;Sports;1-2;0;;;;;;;;;;;us,eu;19
Aladdin (Europe);Aladdin (Europe);Mega Drive;;1993;Virgin;Platform;1;0;;;;;;;;;;;eu,us;GA
Aladdin (Japan);Aladdin (Japan);Mega Drive;Aladdin (Europe);1993;Virgin;Platform;1;0;;;;;;;;;;;eu,us;GA
Aladdin (USA);Aladdin (USA);Mega Drive;Aladdin (Europe);1993;Virgin;Platform;1;0;;;;;;;;;;;eu,us;GA
Aladdin (USA) (Beta) (1993-07-xx);Aladdin (USA) (Beta) (1993-07-xx);Mega Drive;Aladdin (Europe);1993;Virgin;Platform;1;0;;;;;;;;;;;eu,us;GA
Aladdin (USA) (Final Cut);Aladdin (USA) (Final Cut);Mega Drive;Aladdin (Europe);1993;Virgin;Platform;1;0;;;;;;;;;;;eu,us;GA
Aladdin (World) (Disney Classic Games);Aladdin (World) (Disney Classic Games);Mega Drive;Aladdin (Europe);1993;Virgin;Platform;1;0;;;;;;;;;;;eu,us;GA
Aladdin (World) (Ja) (Disney Classic Games);Aladdin (World) (Ja) (Disney Classic Games);Mega Drive;Aladdin (Europe);1993;Virgin;Platform;1;0;;;;;;;;;;;eu,us;GA
Aladdin (World) (Beta) (Disney Classic Games);Aladdin (World) (Beta) (Disney Classic Games);Mega Drive;Aladdin (Europe);1993;Virgin;Platform;1;0;;;;;;;;;;;eu,us;GA
Aladdin (USA) (Beta) (1993-06-27);Aladdin (USA) (Beta) (1993-06-27);Mega Drive;Aladdin (Europe);1993;Virgin;Platform;1;0;;;;;;;;;;;eu,us;GA
Aladdin (Japan) (En) (Beta) (1993-07-31);Aladdin (Japan) (En) (Beta) (1993-07-31);Mega Drive;Aladdin (Europe);1993;Virgin;Platform;1;0;;;;;;;;;;;eu,us;GA
Aladdin II (Taiwan) (En) (Unl);Aladdin II (Taiwan) (En) (Unl);Mega Drive;;1993;;Action;1;0;;;;;;;;;;;;
Alex Kidd - Cheongong Maseong (Korea);Alex Kidd - Cheongong Maseong (Korea);Mega Drive;Alex Kidd in the Enchanted Castle (Europe);1990;SEGA;Platform;1;0;;;;;;;;;;;kr;7
Alex Kidd - Tenkuu Majou (Japan);Alex Kidd - Tenkuu Majou (Japan);Mega Drive;Alex Kidd in the Enchanted Castle (Europe);1990;SEGA;Platform;1;0;;;;;;;;;;;jp;7
Alex Kidd in the Enchanted Castle (Europe);Alex Kidd in the Enchanted Castle (Europe);Mega Drive;;1990;SEGA;Platform;1;0;;;;;;;;;;;eu,us;7
Alex Kidd in the Enchanted Castle (USA);Alex Kidd in the Enchanted Castle (USA);Mega Drive;Alex Kidd in the Enchanted Castle (Europe);1990;SEGA;Platform;1;0;;;;;;;;;;;eu,us;7
Alien 3 (World) (Pirate);Alien 3 (World) (Pirate);Mega Drive;Alien 3 (USA, Europe) (Rev A);1992;Probe Entertainment;Platform;1;0;;;;;;;;;;;us,eu;9
Alien 3 (USA, Europe);Alien 3 (USA, Europe);Mega Drive;Alien 3 (USA, Europe) (Rev A);1992;Probe Entertainment;Platform;1;0;;;;;;;;;;;us,eu;9
Alien 3 (USA, Europe) (Rev A);Alien 3 (USA, Europe) (Rev A);Mega Drive;;1992;Probe Entertainment;Platform;1;0;;;;;;;;;;;us,eu;9
Alien Soldier (USA, Europe) (Switch Online);Alien Soldier (USA, Europe) (Switch Online);Mega Drive;Alien Soldier (Europe);1995;Treasure;Platform;1;0;;;;;;;;;;;eu;10
Alien Soldier (Europe);Alien Soldier (Europe);Mega Drive;;1995;Treasure;Platform;1;0;;;;;;;;;;;eu;10
Alien Soldier (Japan);Alien Soldier (Japan);Mega Drive;Alien Soldier (Europe);1995;Treasure;Platform;1;0;;;;;;;;;;;eu;10
Alien Soldier (USA) (Virtual Console);Alien Soldier (USA) (Virtual Console);Mega Drive;Alien Soldier (Europe);1995;Treasure;Platform;1;0;;;;;;;;;;;eu;10
Alien Storm (World);Alien Storm (World);Mega Drive;;1991;SEGA;Beat'em Up;1-2;0;;;;;;;;;;;wor;pro_UK_05
Alien Storm (World) (SEGA Classic Collection);Alien Storm (World) (SEGA Classic Collection);Mega Drive;Alien Storm (World);1991;SEGA;Beat'em Up;1-2;0;;;;;;;;;;;wor;pro_UK_05
Alisia Dragoon (USA) (Genesis Mini);Alisia Dragoon (USA) (Genesis Mini);Mega Drive;Alisia Dragoon (Europe);1992;Game Arts;Platform;1;0;;;;;;;;;;;eu,us;7
Alisia Dragoon (Japan) (Mega Drive Mini);Alisia Dragoon (Japan) (Mega Drive Mini);Mega Drive;Alisia Dragoon (Europe);1992;Game Arts;Platform;1;0;;;;;;;;;;;eu,us;7
Alisia Dragoon (Europe);Alisia Dragoon (Europe);Mega Drive;;1992;Game Arts;Platform;1;0;;;;;;;;;;;eu,us;7
Alisia Dragoon (Japan);Alisia Dragoon (Japan);Mega Drive;Alisia Dragoon (Europe);1992;Game Arts;Platform;1;0;;;;;;;;;;;eu,us;7
Alisia Dragoon (USA);Alisia Dragoon (USA);Mega Drive;Alisia Dragoon (Europe);1992;Game Arts;Platform;1;0;;;;;;;;;;;eu,us;7
Altered Beast (USA, Europe);Altered Beast (USA, Europe);Mega Drive;;1988;SEGA;Beat'em Up;1-2;0;;;;;;;;;;;eu,us;10
Altered Beast (Japan, USA) (En) (Rev A);Altered Beast (Japan, USA) (En) (Rev A);Mega Drive;Altered Beast (USA, Europe);1988;SEGA;Beat'em Up;1-2;0;;;;;;;;;;;eu,us;10
Altered Beast (USA, Europe) (Sega 3D Classics Collection);Altered Beast (USA, Europe) (Sega 3D Classics Collection);Mega Drive;Altered Beast (USA, Europe);1988;SEGA;Beat'em Up;1-2;0;;;;;;;;;;;eu,us;10
Altered Beast (Japan, USA) (En) (Sega 3D Classics Collection);Altered Beast (Japan, USA) (En) (Sega 3D Classics Collection);Mega Drive;Altered Beast (USA, Europe);1988;SEGA;Beat'em Up;1-2;0;;;;;;;;;;;eu,us;10
American Gladiators (USA);American Gladiators (USA);Mega Drive;;1992;Imagitec Design;Fighting;1-2;0;;;;;;;;;;;us;19
Anaconda (Brazil) (Mega Drive 4);Anaconda (Brazil) (Mega Drive 4);Mega Drive;;2005;Devworks Game Technology;Casual Game;1;0;;;;;;;;;;pt;br;TI
Andre Agassi Tennis (Europe);Andre Agassi Tennis (Europe);Mega Drive;;1993;Tecmagik;Sports;1-2;0;;;;;;;;;;;eu,us;GA
Andre Agassi Tennis (USA);Andre Agassi Tennis (USA);Mega Drive;Andre Agassi Tennis (Europe);1993;Tecmagik;Sports;1-2;0;;;;;;;;;;;eu,us;GA
Andre Agassi Tennis (USA) (Beta) (1992-08-xx);Andre Agassi Tennis (USA) (Beta) (1992-08-xx);Mega Drive;Andre Agassi Tennis (Europe);1993;Tecmagik;Sports;1-2;0;;;;;;;;;;;eu,us;GA
Animaniacs (Europe) (En,Fr,De);Animaniacs (Europe) (En,Fr,De);Mega Drive;;1994;Konami;Platform;1;0;;;;;;;;;;de,fr,en;eu;3
Animaniacs (USA);Animaniacs (USA);Mega Drive;Animaniacs (Europe) (En,Fr,De);1994;Konami;Platform;1;0;;;;;;;;;;de,fr,en;eu;3
Aniversario (Brazil) (Mega Drive 4);Aniversario (Brazil) (Mega Drive 4);Mega Drive;;2005;Devworks Game Technology;Adventure;1;0;;;;;;;;;;pt;br;TI
Another World (Europe);Another World (Europe);Mega Drive;;1992;Delphine Software International;Adventure;1;0;;;;;;;;;;;eu;15
Aoki Ookami to Shiroki Mejika - Genchou Hishi (Japan);Aoki Ookami to Shiroki Mejika - Genchou Hishi (Japan);Mega Drive;Genghis Khan II - Clan of the Gray Wolf (USA);1994;Koei;Strategy;1-2;0;;;;;;;;;;;jp;
Aquaduto (Brazil) (Mega Drive 4);Aquaduto (Brazil) (Mega Drive 4);Mega Drive;;2007;Tectoy;Puzzle;1;0;;;;;;;;;;;br;TI
Aquatic Games Starring James Pond and the Aquabats, The (USA, Europe);Aquatic Games Starring James Pond and the Aquabats, The (USA, Europe);Mega Drive;;1993;Millennium Interactive;Sports;1-4;0;;;;;;;;;;;eu,us;
Arcade Classics (USA, Europe);Arcade Classics (USA, Europe);Mega Drive;;1996;SEGA;Compilation;1-2;0;;;;;;;;;;;eu,us;6
Arcade Legends Sega Mega Drive (World);Arcade Legends Sega Mega Drive (World);Mega Drive;;;;;;0;;;;;;;;;;;us,wor;
Arcade Legends Street Fighter II' - Special Champion Edition (World);Arcade Legends Street Fighter II' - Special Champion Edition (World);Mega Drive;;;;;;;;;;;;;;;;;;
Arch Rivals - The Arcade Game (USA, Europe);Arch Rivals - The Arcade Game (USA, Europe);Mega Drive;;1992;Arc Developments;Sports;1-2;0;;;;;;;;;;;eu,us;pro_UK_07
Arcus Odyssey (Japan);Arcus Odyssey (Japan);Mega Drive;Arcus Odyssey (USA);1991;Wolf Team;Adventure;1-2;0;;;;;;;;;;;us;pro_UK_02
Arcus Odyssey (USA);Arcus Odyssey (USA);Mega Drive;;1991;Wolf Team;Adventure;1-2;0;;;;;;;;;;;us;pro_UK_02
Arcus Odyssey (World) (Evercade) (Unl);Arcus Odyssey (World) (Evercade) (Unl);Mega Drive;Arcus Odyssey (USA);1991;Wolf Team;Adventure;1-2;0;;;;;;;;;;;us;pro_UK_02
Argentina Soccer 2006 (Argentina) (Pirate);Argentina Soccer 2006 (Argentina) (Pirate);Mega Drive;International Superstar Soccer Deluxe (Europe, Brazil) (En);;;;;;;;;;;;;;;;;
Ariel - The Little Mermaid (World) (Pirate);Ariel - The Little Mermaid (World) (Pirate);Mega Drive;Ariel - The Little Mermaid (USA, Europe);1992;SEGA;Platform;1;0;;;;;;;;;;;eu,us;6
Ariel - The Little Mermaid (USA, Europe) (1992-10-10) (Sega Channel);Ariel - The Little Mermaid (USA, Europe) (1992-10-10) (Sega Channel);Mega Drive;Ariel - The Little Mermaid (USA, Europe);1992;SEGA;Platform;1;0;;;;;;;;;;;eu,us;6
Ariel - The Little Mermaid (USA, Europe);Ariel - The Little Mermaid (USA, Europe);Mega Drive;;1992;SEGA;Platform;1;0;;;;;;;;;;;eu,us;6
Arnold Palmer Tournament Golf (USA, Europe);Arnold Palmer Tournament Golf (USA, Europe);Mega Drive;;1989;SEGA;Sports;1-2;0;;;;;;;;;;;eu,us;pro_UK_01
Arnold Palmer Tournament Golf (USA, Europe) (Rev A) (Beta) (1990-03-22) (Sega Channel);Arnold Palmer Tournament Golf (USA, Europe) (Rev A) (Beta) (1990-03-22) (Sega Channel);Mega Drive;Arnold Palmer Tournament Golf (USA, Europe);1989;SEGA;Sports;1-2;0;;;;;;;;;;;eu,us;pro_UK_01
Arrow Flash (Japan, Europe) (En);Arrow Flash (Japan, Europe) (En);Mega Drive;;1990;Renovation Products;Shoot'em Up;1;0;;;;;;;;;;;eu,us;pro_UK_01
Arrow Flash (USA);Arrow Flash (USA);Mega Drive;Arrow Flash (Japan, Europe) (En);1990;Renovation Products;Shoot'em Up;1;0;;;;;;;;;;;eu,us;pro_UK_01
Art Alive (World);Art Alive (World);Mega Drive;;1993;FarSight;Various;1;0;;;;;;;;;;;wor;pro_UK_06
Art Alive (World) (Beta) (1991-09-20);Art Alive (World) (Beta) (1991-09-20);Mega Drive;Art Alive (World);1993;FarSight;Various;1;0;;;;;;;;;;;wor;pro_UK_06
Art of Fighting (USA) (Beta) (1994-07-11);Art of Fighting (USA) (Beta) (1994-07-11);Mega Drive;Art of Fighting (Europe);1992;SNK;Fighting;1-2;0;;;;;;;;;;;eu,us;13
Art of Fighting (Europe);Art of Fighting (Europe);Mega Drive;;1992;SNK;Fighting;1-2;0;;;;;;;;;;;eu,us;13
Art of Fighting (USA);Art of Fighting (USA);Mega Drive;Art of Fighting (Europe);1992;SNK;Fighting;1-2;0;;;;;;;;;;;eu,us;13
Asa Delta (Brazil) (Mega Drive 4);Asa Delta (Brazil) (Mega Drive 4);Mega Drive;;2005;Devworks Game Technology;Sports;1;0;;;;;;;;;;;br;TI
Asterix and the Great Rescue (Europe) (En,Fr,De,Es,It);Asterix and the Great Rescue (Europe) (En,Fr,De,Es,It);Mega Drive;;1994;Core Design;Platform;1;0;;;;;;;;;;it,es,de,fr,en;eu;GA
Asterix and the Great Rescue (USA);Asterix and the Great Rescue (USA);Mega Drive;Asterix and the Great Rescue (Europe) (En,Fr,De,Es,It);1994;Core Design;Platform;1;0;;;;;;;;;;it,es,de,fr,en;eu;GA
Asterix and the Power of the Gods (Europe) (En,Fr,De,Es,It) (Beta) (1994-02-xx);Asterix and the Power of the Gods (Europe) (En,Fr,De,Es,It) (Beta) (1994-02-xx);Mega Drive;Asterix and the Power of the Gods (Europe) (En,Fr,De,Es);1995;Core Design;Platform;1;0;;;;;;;;;;es,de,fr,en;eu;G
Asterix and the Power of the Gods (Europe) (En,Fr,De,Es);Asterix and the Power of the Gods (Europe) (En,Fr,De,Es);Mega Drive;;1995;Core Design;Platform;1;0;;;;;;;;;;es,de,fr,en;eu;G
Atomic Robo-Kid (Japan);Atomic Robo-Kid (Japan);Mega Drive;Atomic Robo-Kid (USA);1990;Microniccs;Shoot'em Up;1;0;;;;;;;;;;;us;
Atomic Robo-Kid (USA);Atomic Robo-Kid (USA);Mega Drive;;1990;Microniccs;Shoot'em Up;1;0;;;;;;;;;;;us;
Atomic Runner (Europe);Atomic Runner (Europe);Mega Drive;;1992;Data East;Platform;1;0;;;;;;;;;;;eu,us;10
Atomic Runner (USA);Atomic Runner (USA);Mega Drive;Atomic Runner (Europe);1992;Data East;Platform;1;0;;;;;;;;;;;eu,us;10
ATP Tour (Europe);ATP Tour (Europe);Mega Drive;;1994;Sims;Sports;1-4;0;;;;;;;;;;;eu;6
ATP Tour Championship Tennis (USA);ATP Tour Championship Tennis (USA);Mega Drive;ATP Tour (Europe);1994;Sims;Sports;1-4;0;;;;;;;;;;;eu,us;6
ATP Tour Championship Tennis (USA) (Beta) (1994-05-09);ATP Tour Championship Tennis (USA) (Beta) (1994-05-09);Mega Drive;ATP Tour (Europe);1994;Sims;Sports;1-4;0;;;;;;;;;;;eu,us;6
ATP Tour Championship Tennis (USA) (Beta) (1994-07-19);ATP Tour Championship Tennis (USA) (Beta) (1994-07-19);Mega Drive;ATP Tour (Europe);1994;Sims;Sports;1-4;0;;;;;;;;;;;eu,us;6
ATP Tour Championship Tennis (USA) (Beta) (1994-07-23);ATP Tour Championship Tennis (USA) (Beta) (1994-07-23);Mega Drive;ATP Tour (Europe);1994;Sims;Sports;1-4;0;;;;;;;;;;;eu,us;6
ATP Tour Championship Tennis (USA) (Beta) (1994-08-02);ATP Tour Championship Tennis (USA) (Beta) (1994-08-02);Mega Drive;ATP Tour (Europe);1994;Sims;Sports;1-4;0;;;;;;;;;;;eu,us;6
ATP Tour Championship Tennis (USA) (Beta) (1994-08-05);ATP Tour Championship Tennis (USA) (Beta) (1994-08-05);Mega Drive;ATP Tour (Europe);1994;Sims;Sports;1-4;0;;;;;;;;;;;eu,us;6
ATP Tour Championship Tennis (USA) (Beta) (1994-08-08);ATP Tour Championship Tennis (USA) (Beta) (1994-08-08);Mega Drive;ATP Tour (Europe);1994;Sims;Sports;1-4;0;;;;;;;;;;;eu,us;6
ATP Tour Championship Tennis (USA) (Beta) (1994-09-08);ATP Tour Championship Tennis (USA) (Beta) (1994-09-08);Mega Drive;ATP Tour (Europe);1994;Sims;Sports;1-4;0;;;;;;;;;;;eu,us;6
Australian Rugby League (Europe) (Beta);Australian Rugby League (Europe) (Beta);Mega Drive;Australian Rugby League (Europe);1994;Electronic Arts;Sports;1-4;0;;;;;;;;;;;eu;3
Australian Rugby League (Europe);Australian Rugby League (Europe);Mega Drive;;1994;Electronic Arts;Sports;1-4;0;;;;;;;;;;;eu;3
