#Name;Title;Emulator;CloneOf;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra;Buttons;Series;Language;Region;Rating
007 - The World Is Not Enough (USA) (Beta);007 - The World Is Not Enough (USA) (Beta);Playstation;;2000;Black Ops Entertainment;Shooter;1;0;;;;;;;;;;;us;
007 - The World Is Not Enough (USA);007 - The World Is Not Enough (USA);Playstation;;2000;Black Ops Entertainment;Shooter;1;0;;;;;;;;;;;us;
007 - Tomorrow Never Dies (USA);007 - Tomorrow Never Dies (USA);Playstation;;1999;Black Ops Entertainment;Shooter;1;0;;;;;;;;;;;us;
007 Racing (USA);007 Racing (USA);Playstation;;2000;Eutechnyx;Racing, Driving;2;0;;;;;;;;;;;us;
16 Tales 1 (USA);16 Tales 1 (USA);Playstation;;;Lightspan;Educational;;0;;;;;;;;;;;us;
16 Tales 2 (USA);16 Tales 2 (USA);Playstation;;;Lightspan;Educational;;0;;;;;;;;;;;us;
16 Tales 3 (USA);16 Tales 3 (USA);Playstation;;;Lightspan;Educational;;0;;;;;;;;;;;us;
16 Tales 4 (USA);16 Tales 4 (USA);Playstation;;;Lightspan;Educational;;0;;;;;;;;;;;us;
1Xtreme (USA);1Xtreme (USA);Playstation;;1995;Sony Interactive Entertainment;Sports;1-2;0;;;;;;;;;;en;us;
2002 FIFA World Cup (USA) (En,Es);2002 FIFA World Cup (USA) (En,Es);Playstation;;2002;TBC;Sports;2-8;0;;;;;;;;;;en,es;us;
2Xtreme (USA);2Xtreme (USA);Playstation;;1996;Sony Computer Entertainment;Sports;1-2;0;;;;;;;;;;en;us;
3D Baseball (USA);3D Baseball (USA);Playstation;;1996;Crystal Dynamics;Sports;1-2;0;;;;;;;;;;;us;
3D Lemmings (USA);3D Lemmings (USA);Playstation;;1995;Clockworks Entertainment;Puzzle;1;0;;;;;;;;;;ja;jp;
3Xtreme (USA) (Demo);3Xtreme (USA) (Demo);Playstation;;1999;989;Sports;1-2;0;;;;;;;;;;en,fr,de;us;
3Xtreme (USA);3Xtreme (USA);Playstation;;1999;989;Sports;1-2;0;;;;;;;;;;;us;
40 Winks (USA);40 Winks (USA);Playstation;;1999;Eurocom;Platform;1;0;;;;;;;;;;;us;
A-Train - Trains, Power, Money (USA) (En,Ja,Fr,De);A-Train - Trains, Power, Money (USA) (En,Ja,Fr,De);Playstation;;1996;Artdink;Simulation;1;0;;;;;;;;;;de,fr,ja,en;us;
ASCII Entertainment Demo CD (USA);ASCII Entertainment Demo CD (USA);Playstation;;;;;;0;;;;;;;;;;;us;
ATV - Quad Power Racing (USA);ATV - Quad Power Racing (USA);Playstation;;2000;The Climax Group;Racing FPV;1-2;0;;;;;;;;;;;us;
ATV Mania (USA);ATV Mania (USA);Playstation;;2003;Deibus;Racing, Driving;1-2;0;;;;;;;;;;;us;
ATV Racers (USA);ATV Racers (USA);Playstation;;2003;Mud Duck;Racing, Driving;1;0;;;;;;;;;;en;us;
Ace Combat 2 (USA);Ace Combat 2 (USA);Playstation;;1997;Namco;Shooter;1;0;;;;;;;;;;;eu,us;
Ace Combat 3 - Electrosphere (USA);Ace Combat 3 - Electrosphere (USA);Playstation;;2000;Namco;Simulation;1;0;;;;;;;;;;;us;
Aces of the Air (USA);Aces of the Air (USA);Playstation;;2002;Highwaystar;Simulation;1;0;;;;;;;;;;;us;
Action Bass (USA);Action Bass (USA);Playstation;;2000;Vingt-et-un Systems;Hunting and Fishing;1;0;;;;;;;;;;;us;
Action Man - Operation Extreme (USA);Action Man - Operation Extreme (USA);Playstation;;2000;Intelligent Games;Racing, Driving;1;0;;;;;;;;;;en;us;
Action Replay 2 - Bonus PSone Codes! (USA) (Disc 2) (Unl);Action Replay 2 - Bonus PSone Codes! (USA) (Disc 2) (Unl);Playstation;;;;;;0;;;;;;;;;;;;
Action Replay 2 - Bonus PSone Codes! (USA) (En,Fr,Es,Pt) (Disc 2) (Unl) (Rev 1);Action Replay 2 - Bonus PSone Codes! (USA) (En,Fr,Es,Pt) (Disc 2) (Unl) (Rev 1);Playstation;;;;;;0;;;;;;;;;;;;
Action Replay 2 V2 - Bonus PSone Codes (USA) (Disc 2) (Unl);Action Replay 2 V2 - Bonus PSone Codes (USA) (Disc 2) (Unl);Playstation;;;;;;0;;;;;;;;;;;;
Action Replay Ultimate Codes for Final Fantasy Compilation Pack (USA) (Unl);Action Replay Ultimate Codes for Final Fantasy Compilation Pack (USA) (Unl);Playstation;;;;;;0;;;;;;;;;;;;
Action Replay for PSX & PSone (USA) (Unl);Action Replay for PSX & PSone (USA) (Unl);Playstation;;;;;;0;;;;;;;;;;;us;
Activision Classics (USA);Activision Classics (USA);Playstation;;1998;Activision;Compilation;1-2;0;;;;;;;;;;;us;
Adidas Power Soccer (USA);Adidas Power Soccer (USA);Playstation;;1996;Sony Computer Entertainment;Sports;1-2;0;;;;;;;;;;;us;
Adidas Power Soccer 98 (USA);Adidas Power Soccer 98 (USA);Playstation;;1998;Sony Computer Entertainment;Sports;1-2;0;;;;;;;;;;nl,it,es,de,fr,en;eu;
Advanced Dungeons & Dragons - Iron & Blood - Warriors of Ravenloft (USA) (Demo);Advanced Dungeons & Dragons - Iron & Blood - Warriors of Ravenloft (USA) (Demo);Playstation;;1996;Take 2 Interactive;Fighting;1-2;0;;;;;;;;;;;us;
Advanced Dungeons & Dragons - Iron & Blood - Warriors of Ravenloft (USA);Advanced Dungeons & Dragons - Iron & Blood - Warriors of Ravenloft (USA);Playstation;;1996;Take 2 Interactive;Fighting;1-2;0;;;;;;;;;;;us;
Adventures of Lomax, The (USA);Adventures of Lomax, The (USA);Playstation;;1996;Psygnosis;Platform;1;0;;;;;;;;;;;us;
Aeon Flux (USA) (Proto);Aeon Flux (USA) (Proto);Playstation;;1996;Terminal Reality;Action;1;0;;;;;;;;;;;us;
Agile Warrior - F-111X (USA);Agile Warrior - F-111X (USA);Playstation;;1995;Black Ops Entertainment;Simulation;1-2;0;;;;;;;;;;;us;
Air Combat (USA);Air Combat (USA);Playstation;;1995;Namco;Shooter;1-2;0;;;;;;;;;;en;us;
Air Hockey (USA);Air Hockey (USA);Playstation;;2002;Success;Sports;2;0;;;;;;;;;;;us;
Akuji the Heartless (USA) (Demo);Akuji the Heartless (USA) (Demo);Playstation;;1998;Crystal Dynamics;Platform;1;0;;;;;;;;;;en;us;
Akuji the Heartless (USA);Akuji the Heartless (USA);Playstation;;1998;Crystal Dynamics;Platform;1;0;;;;;;;;;;en;us;
Alexi Lalas International Soccer (USA) (En,Fr,De,Es,It);Alexi Lalas International Soccer (USA) (En,Fr,De,Es,It);Playstation;;1999;Underground Development;Sports;1-2;0;;;;;;;;;;en,fr,de,it,es;us;
Alien Resurrection (USA);Alien Resurrection (USA);Playstation;;2000;Argonaut Software;Shooter;1;0;;;;;;;;;;fr,de,es,it,en;eu;
Alien Trilogy (USA);Alien Trilogy (USA);Playstation;;1996;Probe Entertainment;Shooter;1;0;;;;;;;;;;it,es,fr,en;eu;
All Star Racing (USA);All Star Racing (USA);Playstation;;2002;Kung Fu;Racing, Driving;1;0;;;;;;;;;;en;us;
All Star Racing 2 (USA);All Star Racing 2 (USA);Playstation;;2003;Kung Fu;Racing, Driving;1;0;;;;;;;;;;;us;
All-Star Baseball 97 featuring Frank Thomas (USA);All-Star Baseball 97 featuring Frank Thomas (USA);Playstation;;1997;Iguana Entertainment;Sports;1-2;0;;;;;;;;;;;us;
All-Star Slammin' D-Ball (USA);All-Star Slammin' D-Ball (USA);Playstation;;2001;Midas Games;Sports;2;0;;;;;;;;;;;us;
Allied General (USA);Allied General (USA);Playstation;;1997;Strategic Simulations;Strategy;1-2;0;;;;;;;;;;;us;
Alone in the Dark - One-Eyed Jack's Revenge (USA);Alone in the Dark - One-Eyed Jack's Revenge (USA);Playstation;;1996;Kokuzeichou;Action;1;0;;;;;;;;;;;us;
Alone in the Dark - The New Nightmare (USA) (Disc 1);Alone in the Dark - The New Nightmare (USA) (Disc 1);Playstation;;2001;Darkworks;Adventure;1;0;;;;;;;;;;;us;
Alone in the Dark - The New Nightmare (USA) (Disc 2);Alone in the Dark - The New Nightmare (USA) (Disc 2);Playstation;;2001;Darkworks;Adventure;1;0;;;;;;;;;;;us;
Alundra (USA) (Rev 1);Alundra (USA) (Rev 1);Playstation;;1997;Matrix Software;Role Playing Game;1;0;;;;;;;;;;;;
Alundra (USA);Alundra (USA);Playstation;;1997;Matrix Software;Role Playing Game;1;0;;;;;;;;;;;;
Alundra 2 - A New Legend Begins (USA);Alundra 2 - A New Legend Begins (USA);Playstation;;2000;Matrix Software;Adventure;1;0;;;;;;;;;;en;us;
Amazing Virtual Sea-Monkeys, The (USA) (En,Es);Amazing Virtual Sea-Monkeys, The (USA) (En,Es);Playstation;;2002;Creatures Labs;Action;1;0;;;;;;;;;;nl,it,es,de,fr,en,pt;eu,us;
American Pool (USA);American Pool (USA);Playstation;;2003;DigiCube;Action;1-2;0;;;;;;;;;;en;us;
Analog Controller Service Disc (Revised) (USA);Analog Controller Service Disc (Revised) (USA);Playstation;;;;;;0;;;;;;;;;;;;
Analog Controller Service Disc (USA);Analog Controller Service Disc (USA);Playstation;;;;;;0;;;;;;;;;;;;
Andretti Racing (USA);Andretti Racing (USA);Playstation;;1996;Stormfront;Racing, Driving;1-4;0;;;;;;;;;;en;us;
Animaniacs - Ten Pin Alley (USA);Animaniacs - Ten Pin Alley (USA);Playstation;;1998;Saffire;Sports;1-6;0;;;;;;;;;;;us;
Animorphs - Shattered Reality (USA);Animorphs - Shattered Reality (USA);Playstation;;2000;SingleTrac;Action;1;0;;;;;;;;;;;us;
Ape Escape (USA) (Demo 1);Ape Escape (USA) (Demo 1);Playstation;;1999;Sony Computer Entertainment;Platform;1;0;;;;;;;;;;en;us;
Ape Escape (USA) (Demo 2) (EDC);Ape Escape (USA) (Demo 2) (EDC);Playstation;;1999;Sony Computer Entertainment;Platform;1;0;;;;;;;;;;en;us;
Ape Escape (USA) (Demo 2);Ape Escape (USA) (Demo 2);Playstation;;1999;Sony Computer Entertainment;Platform;1;0;;;;;;;;;;en;us;
Ape Escape (USA);Ape Escape (USA);Playstation;;1999;Sony Computer Entertainment;Platform;1;0;;;;;;;;;;en;us;
Apocalypse (USA);Apocalypse (USA);Playstation;;1998;Neversoft;Shooter;1;0;;;;;;;;;;en;us;
Aquanaut's Holiday (USA);Aquanaut's Holiday (USA);Playstation;;1996;Artdink;Simulation;1;0;;;;;;;;;;en;us;
Arc the Lad Collection - Arc Arena - Monster Tournament (USA) (Beta);Arc the Lad Collection - Arc Arena - Monster Tournament (USA) (Beta);Playstation;;2002;Arc Entertainment;Role Playing Game;1-2;0;;;;;;;;;;;us;
Arc the Lad Collection - Arc Arena - Monster Tournament (USA);Arc the Lad Collection - Arc Arena - Monster Tournament (USA);Playstation;;2002;Arc Entertainment;Role Playing Game;1-2;0;;;;;;;;;;;us;
Arc the Lad Collection - Arc the Lad (USA) (Beta);Arc the Lad Collection - Arc the Lad (USA) (Beta);Playstation;;2002;G-Craft;Role Playing Game;1;0;;;;;;;;;;;us;
Arc the Lad Collection - Arc the Lad (USA);Arc the Lad Collection - Arc the Lad (USA);Playstation;;2002;G-Craft;Role Playing Game;1;0;;;;;;;;;;;us;
Arc the Lad Collection - Arc the Lad II (USA);Arc the Lad Collection - Arc the Lad II (USA);Playstation;;1996;G-Craft;Role Playing Game;1;0;;;;;;;;;;;us;
Arc the Lad Collection - Arc the Lad III (USA) (Disc 1);Arc the Lad Collection - Arc the Lad III (USA) (Disc 1);Playstation;;2002;G-Craft;Role Playing Game;1;0;;;;;;;;;;;us;
Arc the Lad Collection - Arc the Lad III (USA) (Disc 2);Arc the Lad Collection - Arc the Lad III (USA) (Disc 2);Playstation;;2002;G-Craft;Role Playing Game;1;0;;;;;;;;;;;us;
Arc the Lad Collection - The Making of Arc the Lad (USA);Arc the Lad Collection - The Making of Arc the Lad (USA);Playstation;;2002;G-Craft;Role Playing Game;1-2;0;;;;;;;;;;;us;
Arcade Party Pak (USA);Arcade Party Pak (USA);Playstation;;2001;Digital Eclipse;Compilation;1-2;0;;;;;;;;;;;eu,us;
Arcade's Greatest Hits - The Atari Collection 1 (USA);Arcade's Greatest Hits - The Atari Collection 1 (USA);Playstation;;1996;Digital Eclipse;Compilation;1-2;0;;;;;;;;;;;us;
Arcade's Greatest Hits - The Atari Collection 2 (USA);Arcade's Greatest Hits - The Atari Collection 2 (USA);Playstation;;1998;Digital Eclipse;Compilation;1-4;0;;;;;;;;;;;us;
Arcade's Greatest Hits - The Midway Collection 2 (USA);Arcade's Greatest Hits - The Midway Collection 2 (USA);Playstation;;1997;Digital Eclipse;Compilation;1-2;0;;;;;;;;;;en;us;
Area 51 (USA) (Rev 1);Area 51 (USA) (Rev 1);Playstation;;1996;Midway;Lightgun Shooter;1-2;0;;;;;;;;;;;us;
Area 51 (USA);Area 51 (USA);Playstation;;1996;Midway;Lightgun Shooter;1-2;0;;;;;;;;;;;us;
Armored Core (USA) (Reprint);Armored Core (USA) (Reprint);Playstation;;1997;From Software;Action;1-2;0;;;;;;;;;;en,fr,de,es,it;eu,us;
Armored Core (USA);Armored Core (USA);Playstation;;1997;From Software;Action;1-2;0;;;;;;;;;;en,fr,de,es,it;eu,us;
Armored Core - Master of Arena (USA) (Disc 1);Armored Core - Master of Arena (USA) (Disc 1);Playstation;;1999;From Software;Action;1-2;0;;;;;;;;;;;us;
Armored Core - Master of Arena (USA) (Disc 2);Armored Core - Master of Arena (USA) (Disc 2);Playstation;;1999;From Software;Action;1-2;0;;;;;;;;;;;us;
Armored Core - Project Phantasma (USA);Armored Core - Project Phantasma (USA);Playstation;;1997;From Software;Action;1;0;;;;;;;;;;;us;
Armorines - Project S.W.A.R.M. (USA);Armorines - Project S.W.A.R.M. (USA);Playstation;;2000;Acclaim;Shooter;1-2;0;;;;;;;;;;en;us;
Army Men - Air Attack (USA);Army Men - Air Attack (USA);Playstation;;1999;3DO;Action;1-2;0;;;;;;;;;;en;us;
Army Men - Air Attack 2 (USA);Army Men - Air Attack 2 (USA);Playstation;;2000;3DO;Action;1-2;0;;;;;;;;;;en;us;
Army Men - Green Rogue (USA);Army Men - Green Rogue (USA);Playstation;;2001;3DO;Action;1-2;0;;;;;;;;;;;us;
Army Men - Sarge's Heroes (USA);Army Men - Sarge's Heroes (USA);Playstation;;2000;3DO;Action;1-2;0;;;;;;;;;;en;us;
Army Men - Sarge's Heroes 2 (USA);Army Men - Sarge's Heroes 2 (USA);Playstation;;2000;3DO;Action;1-2;0;;;;;;;;;;en;us;
Army Men - World War (USA);Army Men - World War (USA);Playstation;;2000;3DO;Action;1-2;0;;;;;;;;;;en;us;
Army Men - World War - Final Front (USA);Army Men - World War - Final Front (USA);Playstation;;2001;3DO;Action;1-2;0;;;;;;;;;;en;us;
Army Men - World War - Land, Sea, Air (USA);Army Men - World War - Land, Sea, Air (USA);Playstation;;2000;3DO;Action;1-2;0;;;;;;;;;;en;us;
Army Men - World War - Team Assault (USA);Army Men - World War - Team Assault (USA);Playstation;;2001;5000ft;Action;1-2;0;;;;;;;;;;en;us;
Army Men 3D (USA);Army Men 3D (USA);Playstation;;1999;3DO;Action;1-2;0;;;;;;;;;;en;us;
Arthur! Ready to Race (USA);Arthur! Ready to Race (USA);Playstation;;2000;Runecraft;Action;1-4;0;;;;;;;;;;en;us;
Asciiware Training CD (USA);Asciiware Training CD (USA);Playstation;;;;;;0;;;;;;;;;;;us;
Assault - Retribution (USA);Assault - Retribution (USA);Playstation;;1998;Candle Light Studios;Platform;1-2;0;;;;;;;;;;en;us;
Assault Rigs (USA);Assault Rigs (USA);Playstation;;1996;Sony Computer Entertainment;;1-2;0;;;;;;;;;;en;us;
Asteroids (USA);Asteroids (USA);Playstation;;1998;Syrox Developments;Shoot'em Up;1-2;0;;;;;;;;;;;us;
Atari Anniversary Edition Redux (USA);Atari Anniversary Edition Redux (USA);Playstation;;2001;Digital Eclipse;Compilation;1-2;0;;;;;;;;;;en;us;
Austin Powers Pinball (USA);Austin Powers Pinball (USA);Playstation;;2002;Wildfire;Pinball;1-4;0;;;;;;;;;;en;us;
Auto Destruct (USA);Auto Destruct (USA);Playstation;;1998;Electronic Arts;Action;1;0;;;;;;;;;;en,fr,de,es,it;us;
Azure Dreams (USA);Azure Dreams (USA);Playstation;;1998;Konami;Role Playing Game;1;0;;;;;;;;;;;us;
Backstreet Billiards (USA);Backstreet Billiards (USA);Playstation;;1998;Argent;Sports;1-4;0;;;;;;;;;;;us;
Backyard Soccer (USA);Backyard Soccer (USA);Playstation;;2001;Runecraft;Sports;1-2;0;;;;;;;;;;en;us;
Baldies (USA);Baldies (USA);Playstation;;2003;Creative Edge Software;Strategy;1;0;;;;;;;;;;en;us;
Ball Breakers (USA);Ball Breakers (USA);Playstation;;2000;Lost Toys;Action;1-2;0;;;;;;;;;;;us;
Ballblazer Champions (USA);Ballblazer Champions (USA);Playstation;;1997;Factor 5;Sports;1-2;0;;;;;;;;;;en;us;
Ballerburg - Castle Chaos (USA);Ballerburg - Castle Chaos (USA);Playstation;;2003;Ascaron Entertaiment;Strategy;1-2;0;;;;;;;;;;en;us;
Ballistic (USA);Ballistic (USA);Playstation;;2000;Infogrames;Puzzle;1-2;0;;;;;;;;;;en;us;
Barbie - Explorer (USA);Barbie - Explorer (USA);Playstation;;2001;Runecraft;Platform;1-2;0;;;;;;;;;;en;us;
Barbie - Gotta Have Games (USA);Barbie - Gotta Have Games (USA);Playstation;;2003;Digital Illusions;Casual Game;1-2;0;;;;;;;;;;en;us;
Barbie - Race & Ride (USA);Barbie - Race & Ride (USA);Playstation;;1999;Runecraft;Adventure;1-2;0;;;;;;;;;;en;us;
Barbie - Super Sports (USA);Barbie - Super Sports (USA);Playstation;;2000;Runecraft;Sports;1-2;0;;;;;;;;;;en;us;
Bases Loaded '96 - Double Header (USA);Bases Loaded '96 - Double Header (USA);Playstation;;1995;Jaleco;Sports;1-2;0;;;;;;;;;;en;us;
Bass Landing (USA);Bass Landing (USA);Playstation;;2000;ASCII;Hunting and Fishing;1;0;;;;;;;;;;en;us;
Bass Rise (USA);Bass Rise (USA);Playstation;;1999;BEC;Hunting and Fishing;1-4;0;;;;;;;;;;en;us;
Batman & Robin (USA);Batman & Robin (USA);Playstation;;1998;Acclaim;Action;1;0;;;;;;;;;;en;us;
Batman - Gotham City Racer (USA);Batman - Gotham City Racer (USA);Playstation;;2001;Sinister Games;Racing, Driving;1-2;0;;;;;;;;;;;;
Batman Beyond - Return of the Joker (USA);Batman Beyond - Return of the Joker (USA);Playstation;;2000;Kemco;Beat'em Up;1;0;;;;;;;;;;;;
Batman Forever - The Arcade Game (USA);Batman Forever - The Arcade Game (USA);Playstation;;1996;Iguana Entertainment;Beat'em Up;1-2;0;;;;;;;;;;en;us;
Battle Arena Toshinden (USA);Battle Arena Toshinden (USA);Playstation;;1995;Tamsoft;Fighting;1-2;0;;;;;;;;;;en;us;
Battle Arena Toshinden 2 (USA);Battle Arena Toshinden 2 (USA);Playstation;;1996;Tamsoft;Fighting;1-2;0;;;;;;;;;;en;us;
Battle Arena Toshinden 3 (USA) (En,Ja);Battle Arena Toshinden 3 (USA) (En,Ja);Playstation;;1997;Tamsoft;Fighting;1-2;0;;;;;;;;;;en,ja;us;
Battle Hunter (USA);Battle Hunter (USA);Playstation;;2001;Agetec;Board game;1-4;0;;;;;;;;;;en;us;
Battle Stations (USA);Battle Stations (USA);Playstation;;1997;Electronic Arts;Fighting;1-2;0;;;;;;;;;;en,fr,de;us;
BattleSport (USA);BattleSport (USA);Playstation;;1997;3DO;Sports;1-2;0;;;;;;;;;;en;us;
BattleTanx - Global Assault (USA);BattleTanx - Global Assault (USA);Playstation;;2000;3DO;Action;1-2;0;;;;;;;;;;en;us;
Beast Wars - Transformers (USA);Beast Wars - Transformers (USA);Playstation;;1997;Takara;Shooter;1;0;;;;;;;;;;en;us;
Best Buy Demo CD (USA);Best Buy Demo CD (USA);Playstation;;;;;;0;;;;;;;;;;;us;
Best Buy Greatest Hits Demo Disc - Volume One (USA);Best Buy Greatest Hits Demo Disc - Volume One (USA);Playstation;;;;;;0;;;;;;;;;;sv,no,da;us;
Best of PlayStation Underground Year One, The (USA);Best of PlayStation Underground Year One, The (USA);Playstation;;;;;;0;;;;;;;;;;;us;
Beyblade (USA);Beyblade (USA);Playstation;;2003;Wavedge;Fighting;1-2;0;;;;;;;;;;en;us;
Beyond the Beyond (USA);Beyond the Beyond (USA);Playstation;;1995;Camelot Software;Role Playing Game;1;0;;;;;;;;;;en;us;
Big Air (USA);Big Air (USA);Playstation;;1999;Pitbull Syndicate;Sports;1-2;0;;;;;;;;;;en;us;
Big Bass Fishing (USA);Big Bass Fishing (USA);Playstation;;2002;Coresoft;Hunting and Fishing;1;0;;;;;;;;;;en;us;
Big Bass World Championship (USA) (Rev 1);Big Bass World Championship (USA) (Rev 1);Playstation;;1997;Hot-B;Sports;1;0;;;;;;;;;;en;us;
Big Bass World Championship (USA);Big Bass World Championship (USA);Playstation;;1997;Hot-B;Sports;1;0;;;;;;;;;;en;us;
Big League Slugger Baseball (USA);Big League Slugger Baseball (USA);Playstation;;2003;Now;Sports;1-2;0;;;;;;;;;;en;us;
Big Ol' Bass 2 (USA);Big Ol' Bass 2 (USA);Playstation;;2000;Konami;Hunting and Fishing;1;0;;;;;;;;;;;us;
Big Strike Bowling (USA);Big Strike Bowling (USA);Playstation;;2003;Coresoft;Sports;1-6;0;;;;;;;;;;en;us;
Billiards (USA);Billiards (USA);Playstation;;2001;A1 Games;Sports;1-2;0;;;;;;;;;;en;us;
Bio F.R.E.A.K.S. (USA);Bio F.R.E.A.K.S. (USA);Playstation;;1998;Saffire;Fighting;1-2;0;;;;;;;;;;en;us;
Black Bass with Blue Marlin (USA);Black Bass with Blue Marlin (USA);Playstation;;1999;Hot-B;Compilation;2;0;;;;;;;;;;en;us;
Black Dawn (USA);Black Dawn (USA);Playstation;;1996;Black Ops Entertainment;Action;1;0;;;;;;;;;;en;us;
Blade (USA);Blade (USA);Playstation;;2000;Hammerhead;Action;1;0;;;;;;;;;;en;us;
Blast Chamber (USA);Blast Chamber (USA);Playstation;;1996;Attention To Detail;Puzzle;1-2;0;;;;;;;;;;en;us;
Blast Lacrosse (USA) (Alt);Blast Lacrosse (USA) (Alt);Playstation;;2001;Sandbox;Sports;1-2;0;;;;;;;;;;en;us;
Blast Lacrosse (USA);Blast Lacrosse (USA);Playstation;;2001;Sandbox;Sports;1-2;0;;;;;;;;;;en;us;
Blast Radius (USA);Blast Radius (USA);Playstation;;1999;Psygnosis;Shoot'em Up;1-2;0;;;;;;;;;;en;us;
Blaster Master - Blasting Again (USA);Blaster Master - Blasting Again (USA);Playstation;;2001;Art System;Racing, Driving;1;0;;;;;;;;;;en;us;
Blasto (USA);Blasto (USA);Playstation;;1998;Sony Computer Entertainment;Platform;1;0;;;;;;;;;;en;us;
Blazing Dragons (USA);Blazing Dragons (USA);Playstation;;1996;The Illusions Gaming Company;Adventure;1;0;;;;;;;;;;en;us;
Blockbuster Presents - GameShark Top 50 - Summer Fall 2001 (USA) (Unl);Blockbuster Presents - GameShark Top 50 - Summer Fall 2001 (USA) (Unl);Playstation;;;;;;0;;;;;;;;;;;us;
Blockids (USA);Blockids (USA);Playstation;;2003;Athena;Action;1;0;;;;;;;;;;en;us;
Blood Omen - Legacy of Kain (USA) (Beta 1);Blood Omen - Legacy of Kain (USA) (Beta 1);Playstation;;1996;Crystal Dynamics;Action RPG;1;0;;;;;;;;;;en,fr,de,es,it;;
Blood Omen - Legacy of Kain (USA) (Beta 2);Blood Omen - Legacy of Kain (USA) (Beta 2);Playstation;;1996;Crystal Dynamics;Action RPG;1;0;;;;;;;;;;en,fr,de,es,it;;
Blood Omen - Legacy of Kain (USA);Blood Omen - Legacy of Kain (USA);Playstation;;1996;Crystal Dynamics;Action RPG;1;0;;;;;;;;;;en,fr,de,es,it;;
Bloody Roar (USA);Bloody Roar (USA);Playstation;;1997;Hudson;Fighting;1-2;0;;;;;;;;;;;us;
Bloody Roar II (USA);Bloody Roar II (USA);Playstation;;1999;Eighting;Fighting;1-2;0;;;;;;;;;;en;us;
Blue's Clues - Blue's Big Musical (USA);Blue's Clues - Blue's Big Musical (USA);Playstation;;2001;Terraglyph Interactive;Educational;1-2;0;;;;;;;;;;en;us;
Bob the Builder - Can We Fix It (USA);Bob the Builder - Can We Fix It (USA);Playstation;;2000;Steel Monkeys;Action;1;0;;;;;;;;;;en;us;
Bogey Dead 6 (USA);Bogey Dead 6 (USA);Playstation;;1996;Pegasus Japan;Shooter;2;0;;;;;;;;;;;us;
Bomberman - Party Edition (USA);Bomberman - Party Edition (USA);Playstation;;2000;Hudson;Action;1-5;0;;;;;;;;;;en;us;
Bomberman Fantasy Race (USA);Bomberman Fantasy Race (USA);Playstation;;1999;Graphic Research;Racing, Driving;1-2;0;;;;;;;;;;;us;
Bomberman World (USA);Bomberman World (USA);Playstation;;1998;Sony Computer Entertainment;Action;1-5;0;;;;;;;;;;en,fr,de,es,it;eu;
Bombing Islands, The (USA);Bombing Islands, The (USA);Playstation;;2001;Kemco;Puzzle;1;0;;;;;;;;;;en;us;
BoomBots (USA);BoomBots (USA);Playstation;;1999;South Peak Interactive;Fighting;1-2;0;;;;;;;;;;en;us;
Bottom of the 9th '97 (USA);Bottom of the 9th '97 (USA);Playstation;;1997;Konami;Sports;1-2;0;;;;;;;;;;en;us;
Bottom of the 9th '99 (USA);Bottom of the 9th '99 (USA);Playstation;;1998;Konami;Sports;1-2;0;;;;;;;;;;en;us;
Bottom of the 9th (USA);Bottom of the 9th (USA);Playstation;;1997;Konami;Sports;1-2;0;;;;;;;;;;en;us;
Bowling (USA);Bowling (USA);Playstation;;2000;A1 Games;Sports;1-4;0;;;;;;;;;;en;us;
Boxing (USA);Boxing (USA);Playstation;;2000;Nekogumi;Fighting;1-2;0;;;;;;;;;;;us;
Brahma Force - The Assault on Beltlogger 9 (USA);Brahma Force - The Assault on Beltlogger 9 (USA);Playstation;;1997;Genki;Shooter;1;0;;;;;;;;;;en;us;
BrainDead 13 (USA) (Disc 1);BrainDead 13 (USA) (Disc 1);Playstation;;1996;ReadySoft;Adventure;1;0;;;;;;;;;;en;us;
BrainDead 13 (USA) (Disc 2);BrainDead 13 (USA) (Disc 2);Playstation;;1996;ReadySoft;Adventure;1;0;;;;;;;;;;en;us;
Bratz - Dress Up, Get Down and Be a Bratz Superstar! (USA) (En,Fr,Es);Bratz - Dress Up, Get Down and Be a Bratz Superstar! (USA) (En,Fr,Es);Playstation;;2003;DC;Music and Dancing;1-2;0;;;;;;;;;;en,fr,es;us;
Brave Fencer Musashi (USA);Brave Fencer Musashi (USA);Playstation;;1998;Squaresoft;Action;1;0;;;;;;;;;;en,fr,de,es,it;;
Bravo Air Race (USA);Bravo Air Race (USA);Playstation;;1997;Xing Entertainment;Simulation;1-2;0;;;;;;;;;;;us;
Breaker Pro Version 1.1 (USA) (Unl);Breaker Pro Version 1.1 (USA) (Unl);Playstation;;;;;;0;;;;;;;;;;;;
Breakout (USA);Breakout (USA);Playstation;;2000;Supersonic Software;Action;1-2;0;;;;;;;;;;it,de,fr,en;eu;
Breath of Fire III (USA);Breath of Fire III (USA);Playstation;;1998;Capcom;Role Playing Game;1;0;;;;;;;;;;en,fr,de,es,it;;
Breath of Fire IV (USA) (Beta);Breath of Fire IV (USA) (Beta);Playstation;;2000;Capcom;Role Playing Game;1;0;;;;;;;;;;en,fr,de,es,it;;
Breath of Fire IV (USA);Breath of Fire IV (USA);Playstation;;2000;Capcom;Role Playing Game;1;0;;;;;;;;;;en,fr,de,es,it;;
